cell,Drug_comb,drug1,drug2,score,true_label,smile1,smile2
LNCAP,5-FU_DINACICLIB_LNCAP,5-FU,DINACICLIB,-0.848044466,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
LOVO,5-FU_DINACICLIB_LOVO,5-FU,DINACICLIB,-11.87695993,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
NCIH1650,5-FU_DINACICLIB_NCIH1650,5-FU,DINACICLIB,-2.113223506,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
NCIH23,5-FU_DINACICLIB_NCIH23,5-FU,DINACICLIB,-9.5337023,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
NCIH460,5-FU_DINACICLIB_NCIH460,5-FU,DINACICLIB,-7.420980558,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
NCIH520,5-FU_DINACICLIB_NCIH520,5-FU,DINACICLIB,-4.321048546,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
OV90,5-FU_DINACICLIB_OV90,5-FU,DINACICLIB,-5.935579062,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
RPMI7951,5-FU_DINACICLIB_RPMI7951,5-FU,DINACICLIB,-5.68699024,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
SKMEL30,5-FU_DINACICLIB_SKMEL30,5-FU,DINACICLIB,-96.61714003,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
SKMES1,5-FU_DINACICLIB_SKMES1,5-FU,DINACICLIB,-3.140341301,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
SKOV3,5-FU_DINACICLIB_SKOV3,5-FU,DINACICLIB,-13.89910152,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
SW620,5-FU_DINACICLIB_SW620,5-FU,DINACICLIB,-4.568071398,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
SW837,5-FU_DINACICLIB_SW837,5-FU,DINACICLIB,-19.57332293,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
T47D,5-FU_DINACICLIB_T47D,5-FU,DINACICLIB,-2.721986339,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
VCAP,5-FU_DINACICLIB_VCAP,5-FU,DINACICLIB,14.421994,1,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
ZR751,5-FU_DINACICLIB_ZR751,5-FU,DINACICLIB,-13.58239014,0,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12
A2780,5-FU_ERLOTINIB_A2780,5-FU,ERLOTINIB,16.5693311,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
A375,5-FU_ERLOTINIB_A375,5-FU,ERLOTINIB,13.96439243,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
A427,5-FU_ERLOTINIB_A427,5-FU,ERLOTINIB,18.42925816,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CAOV3,5-FU_ERLOTINIB_CAOV3,5-FU,ERLOTINIB,-7.951635169,0,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
ES2,5-FU_ERLOTINIB_ES2,5-FU,ERLOTINIB,15.1231625,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
HCT116,5-FU_ERLOTINIB_HCT116,5-FU,ERLOTINIB,14.45297793,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
HT29,5-FU_ERLOTINIB_HT29,5-FU,ERLOTINIB,11.33747162,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
KPL1,5-FU_ERLOTINIB_KPL1,5-FU,ERLOTINIB,-3.015273458,0,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
LNCAP,5-FU_ERLOTINIB_LNCAP,5-FU,ERLOTINIB,-6.984395195,0,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
LOVO,5-FU_ERLOTINIB_LOVO,5-FU,ERLOTINIB,12.41733168,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
MDAMB436,5-FU_ERLOTINIB_MDAMB436,5-FU,ERLOTINIB,16.1498979,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
MSTO,5-FU_ERLOTINIB_MSTO,5-FU,ERLOTINIB,-45.89376066,0,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
NCIH2122,5-FU_ERLOTINIB_NCIH2122,5-FU,ERLOTINIB,24.45497683,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
NCIH460,5-FU_ERLOTINIB_NCIH460,5-FU,ERLOTINIB,17.22484698,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
OV90,5-FU_ERLOTINIB_OV90,5-FU,ERLOTINIB,-11.04004585,0,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
RKO,5-FU_ERLOTINIB_RKO,5-FU,ERLOTINIB,20.98757258,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
RPMI7951,5-FU_ERLOTINIB_RPMI7951,5-FU,ERLOTINIB,17.00484175,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
SKMEL30,5-FU_ERLOTINIB_SKMEL30,5-FU,ERLOTINIB,13.95488386,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
SKMES1,5-FU_ERLOTINIB_SKMES1,5-FU,ERLOTINIB,21.28942476,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
SKOV3,5-FU_ERLOTINIB_SKOV3,5-FU,ERLOTINIB,16.21061763,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
SW837,5-FU_ERLOTINIB_SW837,5-FU,ERLOTINIB,17.29938762,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
T47D,5-FU_ERLOTINIB_T47D,5-FU,ERLOTINIB,-3.049710368,0,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
UACC62,5-FU_ERLOTINIB_UACC62,5-FU,ERLOTINIB,17.96898601,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
VCAP,5-FU_ERLOTINIB_VCAP,5-FU,ERLOTINIB,24.41379314,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
ZR751,5-FU_ERLOTINIB_ZR751,5-FU,ERLOTINIB,22.8306176,1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CAOV3,5-FU_GELDANAMYCIN_CAOV3,5-FU,GELDANAMYCIN,-12.98670671,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
ES2,5-FU_GELDANAMYCIN_ES2,5-FU,GELDANAMYCIN,-5.25702499,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
HT29,5-FU_GELDANAMYCIN_HT29,5-FU,GELDANAMYCIN,-3.946071269,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
LNCAP,5-FU_GELDANAMYCIN_LNCAP,5-FU,GELDANAMYCIN,16.30963881,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
LOVO,5-FU_GELDANAMYCIN_LOVO,5-FU,GELDANAMYCIN,-6.353136659,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
NCIH1650,5-FU_GELDANAMYCIN_NCIH1650,5-FU,GELDANAMYCIN,-6.752269383,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
NCIH2122,5-FU_GELDANAMYCIN_NCIH2122,5-FU,GELDANAMYCIN,-2.692734853,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
NCIH23,5-FU_GELDANAMYCIN_NCIH23,5-FU,GELDANAMYCIN,-9.33481084,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
NCIH460,5-FU_GELDANAMYCIN_NCIH460,5-FU,GELDANAMYCIN,-2.446804514,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
RPMI7951,5-FU_GELDANAMYCIN_RPMI7951,5-FU,GELDANAMYCIN,-8.084247184,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
SKMEL30,5-FU_GELDANAMYCIN_SKMEL30,5-FU,GELDANAMYCIN,-80.63896867,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
SKOV3,5-FU_GELDANAMYCIN_SKOV3,5-FU,GELDANAMYCIN,-9.188164195,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
SW620,5-FU_GELDANAMYCIN_SW620,5-FU,GELDANAMYCIN,-2.851271236,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
SW837,5-FU_GELDANAMYCIN_SW837,5-FU,GELDANAMYCIN,-10.01418099,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
T47D,5-FU_GELDANAMYCIN_T47D,5-FU,GELDANAMYCIN,30.67999441,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
UACC62,5-FU_GELDANAMYCIN_UACC62,5-FU,GELDANAMYCIN,-1.345401011,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
VCAP,5-FU_GELDANAMYCIN_VCAP,5-FU,GELDANAMYCIN,14.04451922,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
ZR751,5-FU_GELDANAMYCIN_ZR751,5-FU,GELDANAMYCIN,-15.00928456,0,O=c1[nH]cc(F)c(=O)[nH]1,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
A427,5-FU_L778123_A427,5-FU,L778123,12.32774894,1,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
CAOV3,5-FU_L778123_CAOV3,5-FU,L778123,-11.24456132,0,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
ES2,5-FU_L778123_ES2,5-FU,L778123,10.11350733,1,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
HCT116,5-FU_L778123_HCT116,5-FU,L778123,11.7123653,1,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
HT29,5-FU_L778123_HT29,5-FU,L778123,17.54397425,1,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
NCIH1650,5-FU_L778123_NCIH1650,5-FU,L778123,12.21982489,1,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
NCIH460,5-FU_L778123_NCIH460,5-FU,L778123,-0.561759117,0,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
NCIH520,5-FU_L778123_NCIH520,5-FU,L778123,13.77820507,1,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
OV90,5-FU_L778123_OV90,5-FU,L778123,12.2053451,1,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
SKMEL30,5-FU_L778123_SKMEL30,5-FU,L778123,-57.88453337,0,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
SW837,5-FU_L778123_SW837,5-FU,L778123,-4.457131373,0,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
T47D,5-FU_L778123_T47D,5-FU,L778123,21.15875733,1,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
VCAP,5-FU_L778123_VCAP,5-FU,L778123,12.74042941,1,O=c1[nH]cc(F)c(=O)[nH]1,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1
A427,5-FU_LAPATINIB_A427,5-FU,LAPATINIB,-4.179454254,0,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CAOV3,5-FU_LAPATINIB_CAOV3,5-FU,LAPATINIB,-6.77752803,0,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
KPL1,5-FU_LAPATINIB_KPL1,5-FU,LAPATINIB,-9.537311313,0,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
LNCAP,5-FU_LAPATINIB_LNCAP,5-FU,LAPATINIB,-16.37649722,0,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
LOVO,5-FU_LAPATINIB_LOVO,5-FU,LAPATINIB,17.4905864,1,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
MSTO,5-FU_LAPATINIB_MSTO,5-FU,LAPATINIB,-55.47026432,0,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
NCIH23,5-FU_LAPATINIB_NCIH23,5-FU,LAPATINIB,-8.734799525,0,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
NCIH460,5-FU_LAPATINIB_NCIH460,5-FU,LAPATINIB,-2.035012581,0,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
NCIH520,5-FU_LAPATINIB_NCIH520,5-FU,LAPATINIB,-7.263521908,0,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
OV90,5-FU_LAPATINIB_OV90,5-FU,LAPATINIB,-9.295070254,0,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
RKO,5-FU_LAPATINIB_RKO,5-FU,LAPATINIB,11.54453602,1,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
SKMES1,5-FU_LAPATINIB_SKMES1,5-FU,LAPATINIB,11.05964102,1,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
SW620,5-FU_LAPATINIB_SW620,5-FU,LAPATINIB,-2.41819166,0,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
T47D,5-FU_LAPATINIB_T47D,5-FU,LAPATINIB,14.90928278,1,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
VCAP,5-FU_LAPATINIB_VCAP,5-FU,LAPATINIB,10.63255814,1,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
ZR751,5-FU_LAPATINIB_ZR751,5-FU,LAPATINIB,14.67630666,1,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
A2058,5-FU_MK-2206_A2058,5-FU,MK-2206,15.9003976,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
A2780,5-FU_MK-2206_A2780,5-FU,MK-2206,18.65621252,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
A427,5-FU_MK-2206_A427,5-FU,MK-2206,14.11709974,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
CAOV3,5-FU_MK-2206_CAOV3,5-FU,MK-2206,41.06914178,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
HT29,5-FU_MK-2206_HT29,5-FU,MK-2206,15.70450582,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
KPL1,5-FU_MK-2206_KPL1,5-FU,MK-2206,26.86477535,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
MDAMB436,5-FU_MK-2206_MDAMB436,5-FU,MK-2206,11.60537383,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
MSTO,5-FU_MK-2206_MSTO,5-FU,MK-2206,-35.31198822,0,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
NCIH1650,5-FU_MK-2206_NCIH1650,5-FU,MK-2206,12.96089082,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
NCIH2122,5-FU_MK-2206_NCIH2122,5-FU,MK-2206,14.51823605,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
NCIH460,5-FU_MK-2206_NCIH460,5-FU,MK-2206,16.58359358,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
NCIH520,5-FU_MK-2206_NCIH520,5-FU,MK-2206,12.9538647,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
RKO,5-FU_MK-2206_RKO,5-FU,MK-2206,21.99868299,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
RPMI7951,5-FU_MK-2206_RPMI7951,5-FU,MK-2206,13.79249022,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
SKMES1,5-FU_MK-2206_SKMES1,5-FU,MK-2206,18.50316129,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
SKOV3,5-FU_MK-2206_SKOV3,5-FU,MK-2206,12.72593158,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
SW620,5-FU_MK-2206_SW620,5-FU,MK-2206,12.55548781,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
UACC62,5-FU_MK-2206_UACC62,5-FU,MK-2206,16.67190273,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
ZR751,5-FU_MK-2206_ZR751,5-FU,MK-2206,11.56023639,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
A375,5-FU_MK-4827_A375,5-FU,MK-4827,-2.191356891,0,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
CAOV3,5-FU_MK-4827_CAOV3,5-FU,MK-4827,-3.746010144,0,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
ES2,5-FU_MK-4827_ES2,5-FU,MK-4827,-4.081486949,0,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
HT144,5-FU_MK-4827_HT144,5-FU,MK-4827,-2.572706421,0,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
KPL1,5-FU_MK-4827_KPL1,5-FU,MK-4827,-3.723996971,0,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
LNCAP,5-FU_MK-4827_LNCAP,5-FU,MK-4827,-24.4814919,0,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
